userId,negative_samples
422,"[5241, 6493, 2223, 423, 4276, 6846, 5776, 3694, 8974, 2054, 9014, 5519, 7320, 7703, 1121, 5146, 8908, 5127, 2384, 5987, 4836, 8371, 8443, 839, 5450, 6850, 6930, 7562, 298, 6416, 2250, 5590, 418, 2045, 8446, 2951, 7258, 3058, 515, 1152, 415, 2170, 1564, 8584, 1459, 4704, 8965, 4318, 2299, 2467, 8958, 3392, 8419, 5853, 6487, 7841, 7920, 8773, 3220, 3865, 1713, 3226, 4644, 2628, 2427, 8500, 7433, 1257, 8113, 2276, 6332, 5301, 4206, 151, 2741, 4566, 7761, 2920, 8669, 4700, 3377, 4202, 8775, 8924, 5293, 8826, 3928, 1010, 5208, 3154, 7687, 2005, 4567, 247, 4042, 7609, 8058, 8454, 2761]"
423,"[2968, 6642, 3596, 4297, 7538, 5291, 4294, 2409, 8594, 1718, 8209, 2854, 5358, 6675, 4533, 4266, 3118, 6508, 6595, 2056, 4531, 3746, 6896, 1836, 8418, 150, 4206, 6325, 1183, 6850, 4376, 6281, 6367, 3496, 3055, 4122, 2259, 5130, 9004, 5780, 7364, 2159, 3175, 2168, 4353, 6384, 2304, 204, 3774, 6832, 3167, 48, 7362, 8231, 5280, 4837, 6881, 5451, 7816, 2332, 224, 5889, 5788, 7780, 5790, 4241, 6054, 3023, 5165, 5135, 8453, 7621, 5481, 7423, 3800, 28, 2392, 841, 769, 3437, 7028, 6560, 2444, 2047, 3846, 7365, 2146, 7325, 3513, 623, 7366, 6195, 8517, 8598, 5172, 1477, 506, 8454, 2311]"
424,"[5178, 537, 5561, 3147, 302, 1148, 1010, 4410, 7880, 8811, 2707, 8834, 4816, 4535, 3932, 5686, 6903, 5578, 895, 4755, 7487, 5043, 2683, 5747, 4692, 2747, 7234, 1941, 1710, 8789, 391, 2792, 4255, 3884, 4075, 8754, 2784, 4981, 2688, 348, 1183, 4610, 5049, 3644, 8490, 7154, 1540, 7222, 227, 7812, 5452, 5307, 4720, 2942, 3081, 3251, 6592, 862, 1322, 899, 3898, 1042, 547, 7405, 6228, 6663, 7944, 3217, 680, 5303, 7363, 3692, 1176, 6852, 1694, 2871, 601, 5740, 5288, 2535, 9024, 5847, 1839, 5364, 6232, 6683, 280, 2518, 8938, 4887, 2641, 1077, 6842, 4053, 7336, 7381, 7313, 2303, 7149]"
425,"[1628, 7341, 3019, 7147, 8716, 6475, 205, 7814, 8039, 1044, 6904, 48, 5521, 4208, 78, 6629, 3829, 6754, 4639, 6187, 2156, 229, 3268, 3066, 4152, 2730, 8675, 1958, 8494, 2239, 3153, 5894, 1057, 4495, 1245, 6864, 2733, 3950, 1976, 6059, 321, 5516, 789, 2821, 4702, 6033, 3386, 8884, 7523, 7035, 8298, 1485, 7448, 6890, 7686, 3210, 6977, 6930, 2888, 91, 5222, 2920, 4991, 5012, 6583, 4172, 217, 1879, 3787, 572, 8464, 6318, 1739, 5979, 6145, 2392, 4810, 5566, 6756, 4528, 4684, 4290, 3548, 1718, 8250, 1013, 8844, 3143, 2515, 2456, 6769, 3500, 3165, 320, 1952, 1191, 3052, 5604, 1183]"
426,"[7734, 827, 1040, 4761, 7741, 8304, 4692, 72, 1082, 1664, 7873, 2282, 943, 8952, 7857, 4623, 8503, 5150, 7271, 1569, 999, 1138, 621, 4932, 1179, 4880, 6392, 6629, 5439, 7274, 1253, 389, 5495, 2981, 2715, 8968, 458, 7467, 3174, 7453, 4136, 2113, 6063, 4542, 5368, 1882, 1170, 2689, 6427, 1115, 1590, 5837, 3029, 5340, 4300, 1814, 1410, 7457, 2358, 7227, 1763, 402, 3015, 1062, 7637, 6005, 1903, 6047, 8796, 3143, 5266, 6918, 488, 1653, 7926, 6623, 4223, 6383, 5836, 2691, 8, 3335, 2375, 1683, 2910, 2361, 2352, 2227, 3983, 5080, 7173, 8970, 450, 5144, 7777, 3402, 251, 5684, 7474]"
427,"[7523, 366, 8241, 4999, 7623, 5939, 3272, 5571, 9008, 2741, 2847, 6580, 4336, 8887, 8017, 5342, 1902, 659, 3445, 2780, 7389, 4890, 8380, 2435, 1166, 3671, 2449, 2220, 5358, 7127, 8786, 1965, 1884, 4709, 513, 3931, 3583, 2709, 7659, 2904, 5028, 6025, 4164, 7819, 7703, 7251, 5488, 4462, 1028, 800, 4926, 2029, 4286, 2508, 5074, 2983, 1371, 7154, 8929, 6334, 3833, 7875, 7167, 2005, 5794, 2997, 5146, 8164, 5037, 3057, 2925, 4083, 4774, 3432, 4562, 5376, 8521, 4066, 6243, 2250, 6531, 3200, 4348, 4426, 3274, 5421, 8309, 5394, 6590, 7576, 5139, 8093, 8852, 7541, 3760, 3386, 4711, 5043, 6737]"
428,"[2224, 8313, 6845, 4241, 3971, 491, 7609, 7165, 7876, 7100, 1916, 1305, 4391, 5443, 2174, 2292, 6177, 5128, 5973, 5104, 2771, 694, 1561, 7569, 1700, 564, 1050, 8033, 2882, 4462, 8392, 2317, 8262, 586, 6277, 8036, 4206, 9048, 1635, 6144, 465, 2408, 2664, 5788, 5178, 3447, 1112, 3505, 8669, 3372, 7063, 347, 5518, 7216, 4334, 3646, 8637, 4503, 5338, 2390, 4958, 912, 2583, 3690, 3894, 6951, 4024, 3676, 8013, 6623, 2521, 6372, 3613, 3320, 9061, 6049, 4182, 7466, 7139, 5188, 3924, 384, 6736, 8983, 641, 6275, 4509, 6284, 3415, 4623, 1705, 7184, 6199, 8236, 548, 1249, 2846, 737, 7764]"
429,"[4027, 7059, 3159, 8945, 2008, 4997, 4378, 1282, 4665, 6718, 1432, 5537, 7557, 6735, 2716, 4542, 7191, 7001, 653, 5582, 5813, 8040, 6626, 2213, 2034, 2995, 7204, 7535, 36, 3271, 4806, 2103, 3313, 4671, 7657, 8631, 5011, 6378, 3759, 3841, 4518, 1388, 1602, 6091, 6962, 8342, 3260, 3115, 4333, 2969, 6066, 4262, 6221, 7273, 220, 7839, 6109, 718, 374, 7587, 5367, 4637, 7004, 594, 4039, 5592, 8605, 6677, 3945, 3385, 2358, 6068, 4334, 7865, 488, 8793, 7953, 4649, 8484, 5956, 2010, 4952, 3406, 7282, 1181, 8494, 3180, 7846, 3085, 1616, 2976, 5551, 7055, 4022, 5298, 6208, 6674, 1412, 7359]"
430,"[7594, 293, 4223, 2290, 4009, 535, 7320, 7861, 5836, 2877, 2288, 5124, 7189, 1836, 5708, 3694, 2669, 7402, 5521, 6193, 5229, 2299, 5036, 6561, 1731, 181, 6937, 4973, 8109, 2058, 3875, 8527, 3645, 1993, 1080, 531, 7777, 2075, 3909, 6588, 8248, 549, 4845, 4241, 4888, 3760, 2155, 2061, 5435, 3818, 5745, 5450, 6848, 1844, 2673, 643, 5840, 4785, 1277, 371, 5333, 1765, 7975, 5404, 1566, 2890, 1791, 3596, 2776, 8070, 7472, 4648, 8969, 4457, 4830, 8696, 1869, 1750, 3470, 7092, 2808, 1490, 310, 8556, 5264, 2839, 7763, 6818, 801, 6703, 8957, 4258, 4204, 7140, 8979, 7012, 6789, 3178, 7385]"
431,"[8774, 3520, 5467, 5766, 1937, 8105, 7841, 7856, 7747, 147, 105, 329, 7063, 5838, 392, 1309, 3766, 6042, 819, 5839, 7699, 9050, 8590, 7698, 5437, 4803, 1312, 6053, 8063, 6742, 6786, 416, 4809, 8192, 1339, 4642, 6204, 6087, 5958, 6555, 2025, 1877, 7437, 2332, 1209, 6417, 2831, 2430, 6747, 1889, 3108, 1874, 8576, 1024, 3042, 1697, 8709, 4144, 4448, 3397, 8528, 3403, 1232, 8818, 6301, 4289, 8391, 1376, 8848, 4035, 5699, 8674, 6783, 2247, 4313, 5585, 7038, 6454, 5547, 766, 4180, 8860, 4488, 477, 2484, 5673, 7233, 2911, 6960, 1491, 5966, 4429, 2636, 4107, 5312, 2127, 4643, 2868, 6039]"
432,"[2070, 739, 3799, 3313, 6590, 5379, 2122, 2755, 8073, 945, 2253, 8459, 684, 5423, 2301, 4502, 7963, 7589, 6510, 7184, 6834, 3661, 605, 3579, 5282, 6184, 2707, 6117, 1550, 1744, 283, 4670, 3194, 3450, 8801, 6241, 3973, 4663, 1850, 479, 6263, 4385, 4122, 5386, 3590, 2796, 1915, 5776, 4424, 2511, 1208, 2382, 1759, 5063, 8230, 2786, 5839, 8653, 3999, 1407, 8014, 2101, 6486, 6044, 3097, 3514, 3928, 3636, 8095, 473, 1945, 6058, 4578, 6693, 5352, 5722, 4846, 7862, 8890, 2729, 7140, 2507, 4634, 4093, 5989, 7057, 1378, 84, 5822, 677, 6823, 1028, 6771, 5170, 5114, 4774, 4476, 997, 4687]"
433,"[3955, 2863, 5873, 1234, 3132, 5196, 994, 6858, 4998, 3649, 1893, 7500, 2351, 3943, 6180, 1957, 7322, 540, 5998, 6607, 5509, 5714, 3207, 4117, 5192, 5452, 5182, 5088, 7452, 7685, 7329, 3968, 2873, 2602, 1143, 7091, 257, 5883, 6177, 6641, 4463, 2900, 7772, 7244, 1963, 5378, 2794, 3041, 3772, 3540, 6729, 4185, 3356, 2825, 7175, 7699, 3792, 4592, 650, 2363, 2324, 8984, 5857, 5480, 4101, 5698, 5543, 2359, 6840, 5610, 3411, 7846, 1729, 802, 4545, 2232, 6427, 4729, 4969, 4131, 779, 5032, 405, 1885, 6839, 3834, 7376, 1780, 142, 7254, 6021, 5463, 8610, 4309, 8869, 3113, 3164, 108, 7013]"
434,"[8816, 1682, 7106, 3685, 6489, 8256, 7485, 8370, 2537, 5637, 8053, 4640, 6180, 6362, 1206, 341, 372, 6393, 1251, 7170, 658, 7559, 8652, 8886, 5301, 6306, 1976, 3851, 7693, 2415, 2269, 3844, 5811, 183, 6191, 4353, 5003, 671, 2441, 3104, 1104, 4945, 7232, 6709, 4179, 2175, 5980, 5485, 3262, 3366, 453, 6574, 6034, 7335, 833, 2210, 3009, 5348, 8724, 1300, 3755, 4812, 8845, 1422, 4598, 2897, 197, 6246, 959, 7061, 2068, 3724, 394, 2036, 5183, 3081, 9005, 2589, 2835, 1673, 2998, 1277, 7641, 7142, 6014, 8897, 4663, 3771, 5926, 3169, 9002, 7135, 3797, 855, 4575, 2327, 2322, 4300, 1365]"
435,"[7405, 4011, 2089, 3179, 1166, 2589, 5424, 8578, 2802, 8444, 6833, 7383, 3609, 5308, 1404, 1325, 3382, 8737, 7659, 2887, 972, 4451, 8394, 7995, 4413, 1091, 9055, 6461, 4372, 6513, 7849, 7175, 127, 3930, 5007, 1125, 8440, 1774, 3411, 7031, 603, 2867, 7162, 3652, 4496, 3846, 8426, 8905, 2609, 7493, 7126, 6339, 3741, 2443, 5713, 6815, 155, 1330, 7150, 7006, 8317, 3814, 1303, 4851, 8750, 8901, 6069, 2924, 7050, 2709, 787, 1532, 2518, 6549, 5454, 262, 2792, 3861, 2152, 2526, 749, 8567, 3166, 1772, 6364, 6846, 6264, 1836, 6675, 4912, 4140, 5334, 4094, 3978, 6832, 6160, 8188, 5661, 7442]"
436,"[5972, 256, 8657, 1277, 1348, 864, 9060, 7175, 3452, 6419, 7315, 8409, 1968, 975, 13, 8628, 7965, 7762, 5523, 1382, 3238, 2527, 7803, 2460, 3332, 242, 6210, 4781, 6473, 1790, 3060, 8544, 941, 8633, 7874, 164, 6106, 2737, 1769, 7034, 7773, 5283, 7701, 684, 5899, 1690, 170, 8354, 2433, 5212, 3973, 1365, 8939, 807, 2258, 7808, 2133, 5522, 6045, 6082, 7328, 3781, 4953, 3595, 6836, 2032, 1700, 8242, 1796, 8389, 6767, 5165, 8646, 8561, 1974, 830, 5497, 6566, 5282, 345, 3405, 5454, 6601, 1859, 6052, 7867, 2079, 7226, 7393, 6302, 7194, 8667, 2620, 8238, 6808, 6507, 6340, 4907, 6414]"
437,"[5187, 2034, 5089, 195, 368, 5879, 8918, 8939, 883, 5982, 4583, 3752, 8381, 1982, 2662, 6207, 3900, 4419, 2309, 1865, 7707, 3845, 5698, 819, 2726, 3304, 1639, 7351, 2516, 1189, 6213, 5638, 7453, 8040, 3126, 4400, 8787, 9043, 7269, 2079, 772, 8004, 346, 1497, 994, 1281, 5246, 7196, 2400, 6006, 3018, 5993, 8284, 5547, 4655, 643, 7266, 1541, 7313, 3162, 1737, 4200, 4964, 8546, 5593, 8710, 5555, 5463, 2443, 7290, 2926, 828, 6763, 134, 3706, 2627, 6504, 3099, 5811, 8353, 3071, 2192, 2063, 3804, 1367, 3518, 5529, 7993, 3563, 2155, 3493, 7864, 7646, 1157, 6805, 6241, 8191, 1599, 3358]"
438,"[4843, 3872, 7891, 6968, 5299, 520, 3953, 8781, 8875, 6511, 3565, 5622, 2785, 8865, 6609, 2558, 2484, 8038, 7077, 3189, 6839, 3155, 8069, 8330, 926, 3083, 4078, 7887, 4543, 2639, 5329, 1424, 3538, 6374, 1133, 386, 7597, 6301, 5269, 8916, 752, 6512, 4163, 7313, 5261, 2433, 9039, 2316, 7578, 4317, 4971, 6292, 6894, 1365, 3521, 5370, 3752, 5504, 7831, 4927, 8882, 1806, 4316, 4797, 6581, 3406, 8663, 5149, 916, 2964, 7970, 994, 9028, 652, 4257, 375, 5420, 6816, 6549, 5260, 8301, 3908, 8611, 6912, 7646, 3215, 5860, 2257, 2598, 8277, 4403, 6853, 1084, 4221, 2512, 602, 3636, 5773, 6712]"
439,"[1266, 7157, 3520, 1595, 5911, 869, 4645, 7308, 3536, 5216, 31, 5067, 7568, 6831, 6164, 8616, 2412, 6212, 8289, 1179, 7562, 3021, 4429, 874, 3825, 3240, 2483, 6397, 117, 7499, 8314, 481, 4942, 346, 2825, 3016, 2783, 8840, 8632, 2119, 9000, 471, 4223, 7578, 3863, 883, 3365, 8527, 2399, 942, 978, 8921, 1517, 1317, 3342, 8448, 4077, 8802, 2856, 1553, 3782, 6444, 6290, 5967, 4719, 5678, 3512, 5562, 182, 8837, 801, 1470, 2235, 8338, 4466, 8376, 3484, 583, 5889, 554, 7642, 5353, 8462, 8562, 8851, 7548, 2408, 1938, 654, 5530, 856, 3212, 1104, 5791, 1299, 1929, 2364, 8121, 6380]"
440,"[4523, 5756, 3273, 8254, 2975, 4098, 4400, 6541, 7047, 5752, 7469, 847, 6130, 7984, 3826, 4374, 4649, 4827, 6775, 3548, 3434, 578, 7173, 1789, 8801, 258, 5631, 3652, 1439, 3308, 3201, 504, 7066, 4577, 2496, 431, 6411, 1199, 3970, 6086, 3941, 4160, 1883, 1301, 464, 4323, 4824, 7997, 41, 5235, 5424, 167, 5417, 7858, 3510, 600, 1840, 4892, 755, 1595, 4044, 1095, 2235, 2874, 1953, 8653, 8384, 2910, 7151, 7005, 56, 2856, 6372, 4665, 8795, 7653, 1518, 4214, 2878, 7419, 4539, 4340, 4707, 6057, 5528, 2277, 1592, 3616, 3845, 2851, 4615, 6644, 2803, 3236, 5089, 8853, 2661, 7615, 8333]"
441,"[5031, 3088, 6463, 7414, 3323, 7764, 1027, 2348, 901, 1214, 4683, 6553, 2943, 8137, 1887, 3712, 2902, 594, 3406, 3893, 3651, 7206, 860, 3883, 1116, 8875, 3291, 2266, 6671, 6288, 7899, 1699, 780, 8062, 1012, 1850, 5367, 6489, 983, 6446, 7195, 4042, 2568, 5270, 3949, 1428, 7059, 3739, 3887, 934, 8957, 8988, 744, 133, 7438, 7723, 866, 8782, 1741, 4545, 8323, 8461, 6092, 8373, 7406, 666, 6052, 7694, 6660, 3875, 8984, 8912, 1525, 4083, 5694, 2644, 8357, 7118, 3397, 5448, 3338, 2378, 5539, 6734, 829, 7999, 147, 3386, 8472, 6470, 7320, 7180, 7821, 7658, 8561, 4238, 8158, 5954, 614]"
442,"[7879, 4901, 1567, 6360, 3915, 2531, 3308, 729, 6472, 2072, 2697, 8143, 3164, 4104, 139, 3478, 4067, 63, 3654, 933, 5525, 8828, 2741, 7954, 3849, 163, 6269, 1405, 4214, 4585, 2766, 2718, 7842, 3499, 2100, 8875, 7606, 5174, 4989, 8083, 4707, 5687, 8831, 8329, 1565, 2796, 8452, 6218, 494, 5110, 4332, 2788, 6792, 2298, 854, 456, 5488, 3725, 8245, 7362, 5365, 1183, 6276, 1146, 7594, 1638, 430, 6672, 1147, 6476, 8060, 8836, 8419, 120, 316, 3126, 2430, 6594, 1292, 7247, 6485, 3057, 9011, 667, 2244, 2466, 4900, 2077, 616, 5014, 2709, 6122, 8776, 6207, 7508, 2695, 1799, 1279, 7492]"
443,"[5160, 3737, 8085, 2295, 3798, 8767, 605, 2791, 5095, 3562, 7347, 2257, 4522, 7808, 8812, 7242, 6150, 5338, 5553, 5255, 3926, 4529, 4390, 7856, 7096, 6426, 923, 2772, 1517, 2853, 3376, 3127, 2046, 1947, 2499, 5275, 8060, 2998, 7451, 2293, 5463, 4302, 4137, 6799, 6445, 6149, 859, 8414, 6809, 8564, 5903, 977, 8813, 5393, 8538, 2705, 7680, 5880, 8068, 5732, 1981, 3474, 7340, 8054, 4363, 3220, 8765, 4793, 4710, 6210, 2765, 4362, 1804, 4524, 6720, 4482, 5037, 2922, 5940, 2594, 7859, 8124, 8893, 5406, 50, 6239, 1735, 6162, 4889, 7988, 5295, 1372, 5273, 477, 7838, 7137, 6380, 3218, 7143]"
444,"[2968, 1924, 1950, 1501, 4563, 5410, 2447, 3482, 1274, 1252, 3714, 2766, 3789, 1855, 7715, 3032, 954, 2389, 391, 7314, 7942, 3899, 5461, 7879, 3451, 1933, 1735, 4040, 3967, 2893, 8305, 3004, 1044, 5092, 8472, 8445, 8064, 3211, 2557, 435, 6923, 3506, 3292, 2353, 5521, 5102, 4260, 3196, 8566, 8251, 8718, 5607, 521, 1681, 5972, 2391, 3344, 4165, 5298, 8804, 3282, 6779, 4724, 106, 2445, 5275, 411, 3669, 2404, 1711, 5894, 336, 2135, 7174, 7431, 1903, 2966, 6529, 5535, 2724, 5138, 5783, 1055, 902, 928, 8118, 5996, 5726, 8897, 4712, 143, 6313, 79, 4931, 9001, 1717, 3512, 3653, 3419]"
445,"[917, 4377, 8327, 6927, 1520, 4374, 3108, 2844, 664, 743, 844, 4000, 4109, 3372, 8726, 6505, 2015, 6529, 8565, 186, 2452, 3722, 5734, 8749, 1962, 818, 810, 6905, 8241, 2278, 3359, 6363, 5074, 2190, 195, 1208, 4529, 2930, 9036, 8225, 9020, 1483, 6144, 7854, 1588, 625, 5655, 5163, 2422, 418, 3166, 5979, 5005, 561, 5343, 5745, 7348, 4853, 8924, 2195, 6405, 4841, 4042, 3131, 1765, 6160, 4371, 875, 3204, 7265, 2613, 8457, 6572, 7573, 671, 8310, 7184, 283, 7149, 6649, 7108, 23, 6442, 7879, 6931, 8306, 3998, 4873, 1557, 7842, 151, 4533, 6304, 5294, 8890, 7944, 5800, 2851, 3940]"
446,"[1214, 2224, 3164, 4325, 862, 8098, 1582, 4221, 1690, 3521, 830, 3222, 3360, 1388, 5746, 7178, 2319, 2704, 4583, 3730, 6716, 2594, 2782, 6555, 4547, 2453, 8157, 8591, 3090, 4853, 2320, 5195, 1318, 8740, 7254, 171, 1447, 4503, 943, 5168, 2361, 5422, 8650, 6264, 1053, 4694, 5391, 6217, 8009, 4841, 6840, 7773, 1327, 6423, 5340, 5275, 8406, 7569, 8347, 6547, 3323, 3754, 5203, 7320, 4191, 796, 544, 467, 7473, 5269, 5635, 4630, 6052, 8012, 1629, 2504, 8739, 8271, 7270, 8748, 7657, 6244, 8551, 6479, 5729, 6770, 2341, 6304, 8407, 3892, 6219, 4887, 8895, 206, 57, 886, 5419, 3198, 8793]"
447,"[7048, 3587, 8597, 1182, 1159, 672, 6120, 8654, 2132, 914, 3141, 8994, 4567, 2784, 7190, 1910, 4869, 7179, 940, 5529, 4259, 9, 8429, 692, 3807, 8015, 5829, 7297, 1890, 0, 1174, 6464, 5973, 1558, 8627, 6019, 4945, 5203, 1441, 5160, 5456, 5098, 6349, 5054, 3210, 316, 1344, 5777, 6153, 8139, 8706, 7705, 8486, 2379, 3176, 7684, 726, 1954, 8158, 2283, 1436, 3864, 7191, 7839, 7585, 7746, 6873, 2437, 770, 863, 1903, 5073, 7235, 4019, 4380, 3228, 1476, 376, 6102, 268, 8297, 6899, 7416, 6015, 8184, 7958, 7701, 6769, 3357, 175, 5522, 1599, 2223, 7562, 4305, 3123, 5335, 2967, 4684]"
448,"[3109, 2509, 1272, 8354, 5159, 1379, 4016, 7170, 6422, 8903, 8642, 4975, 1036, 722, 6078, 5347, 5914, 4490, 5622, 2163, 7581, 6802, 802, 4944, 5143, 6587, 3271, 739, 7034, 2888, 4915, 7037, 8853, 4398, 5518, 1502, 8302, 2632, 7060, 4411, 8336, 7687, 7551, 4229, 1473, 4320, 290, 5947, 2082, 6191, 7516, 1929, 7598, 767, 4009, 958, 563, 7165, 660, 177, 3035, 6924, 4709, 5141, 6209, 3916, 4479, 1828, 1046, 1420, 2573, 5445, 6655, 4821, 6174, 5589, 1477, 7024, 1498, 2444, 8270, 2964, 8799, 4042, 4064, 2307, 1138, 1705, 156, 355, 5063, 1389, 1971, 2990, 7610, 8739, 4359, 3488, 1124]"
449,"[4546, 4456, 6908, 3445, 1399, 2947, 3959, 7860, 5559, 557, 3416, 5585, 4629, 5024, 2407, 6892, 3725, 2056, 2147, 5721, 3752, 7239, 7371, 8007, 7948, 2821, 4481, 1280, 4336, 3244, 9065, 1559, 5360, 1169, 5678, 1087, 2187, 1569, 3986, 8185, 5310, 2729, 2745, 2685, 7325, 5853, 6508, 5334, 3670, 4478, 7195, 1003, 2802, 2890, 6961, 5734, 7461, 5753, 7483, 7842, 8294, 268, 9011, 394, 4182, 2708, 2706, 8482, 5911, 1188, 4980, 8171, 7781, 178, 1192, 5670, 5129, 7212, 307, 1848, 2996, 8626, 2380, 2322, 6791, 6603, 8983, 6047, 237, 4521, 4835, 6016, 3468, 1081, 4197, 264, 965, 3675, 6366]"
450,"[9035, 2343, 3302, 3723, 3280, 6351, 8068, 604, 3239, 4049, 7207, 8786, 4316, 4287, 4005, 26, 471, 7515, 2905, 1322, 2148, 3220, 1431, 7791, 4293, 6374, 1353, 255, 7147, 5400, 6852, 7460, 3403, 6011, 8922, 5777, 6249, 3264, 8621, 1704, 3296, 8640, 3801, 5127, 5942, 4821, 5235, 3761, 3817, 8748, 5503, 8519, 3468, 4580, 8354, 3147, 1179, 7438, 1005, 6285, 4059, 5312, 4638, 5725, 1590, 2607, 5484, 2290, 45, 2240, 5902, 4562, 6567, 5079, 6237, 5734, 4975, 982, 7426, 4945, 3785, 1956, 2798, 8726, 958, 5932, 3339, 8215, 6432, 4191, 3476, 3574, 1199, 3601, 629, 8329, 8345, 1011, 1860]"
451,"[3987, 977, 6376, 4908, 8128, 3251, 7348, 7515, 7825, 7007, 2607, 2441, 8048, 8058, 7638, 434, 5683, 4891, 2445, 1863, 3901, 3146, 5223, 4042, 930, 1683, 3392, 5014, 5265, 5349, 8954, 1659, 3325, 5088, 4700, 8000, 1611, 7876, 1930, 3799, 613, 6367, 6424, 4690, 1612, 5831, 2904, 1958, 8471, 4768, 6352, 2101, 1540, 4031, 633, 7899, 3165, 3919, 4835, 4302, 1546, 5179, 2118, 5157, 3760, 3583, 5539, 8113, 8224, 7486, 4213, 7970, 7745, 857, 7692, 5029, 4920, 6108, 2546, 3672, 3108, 8845, 7402, 1152, 1865, 1918, 3007, 8296, 1470, 5118, 4362, 534, 5542, 1230, 3786, 7117, 3264, 8615, 668]"
452,"[1174, 7238, 6127, 7451, 1732, 1230, 4061, 729, 1028, 3777, 1241, 4511, 4978, 1430, 5203, 7653, 1434, 3341, 8854, 3329, 7184, 6197, 7290, 4692, 3350, 723, 1274, 1359, 4937, 1391, 1662, 5159, 4767, 7453, 3955, 5134, 5110, 6771, 1625, 155, 6519, 4266, 7005, 7635, 7607, 8402, 1868, 1192, 2345, 2708, 2361, 1348, 7705, 8374, 6440, 898, 462, 1830, 1824, 7275, 15, 3785, 1904, 6961, 3257, 7939, 8081, 1133, 9018, 2606, 128, 7157, 3317, 6514, 412, 4726, 5597, 6411, 5958, 7028, 6897, 6304, 2245, 4018, 1762, 8, 2202, 5879, 2218, 5685, 802, 7856, 6482, 8035, 635, 3467, 6812, 4568, 7066]"
453,"[1992, 4377, 1439, 9004, 7538, 7908, 5050, 432, 4480, 8249, 2553, 5528, 7477, 6613, 1908, 8094, 4777, 4508, 1823, 7507, 650, 2078, 8028, 4091, 2141, 8994, 8765, 4559, 4630, 1515, 1377, 8069, 1005, 8272, 2184, 91, 7143, 3661, 5902, 7229, 6733, 7554, 6655, 8548, 6642, 3110, 4450, 2369, 8842, 3299, 8016, 8067, 7915, 6260, 8413, 5517, 3830, 6218, 4913, 3408, 3462, 2024, 9045, 2982, 5019, 3861, 6141, 740, 6743, 2760, 6602, 1478, 7475, 936, 1904, 5595, 2276, 6339, 2531, 8919, 6049, 5425, 8160, 3203, 2408, 2374, 5840, 3651, 3476, 3446, 3812, 8607, 2098, 8886, 7366, 1874, 6140, 3624, 3224]"
454,"[3274, 4451, 6306, 7784, 8659, 2478, 3850, 6970, 4564, 8115, 8217, 955, 6598, 8555, 2030, 7543, 5054, 29, 5600, 8730, 653, 373, 6201, 5999, 6515, 5787, 8036, 3873, 5134, 6526, 6195, 4639, 7154, 5725, 5594, 6183, 1697, 7330, 2761, 1362, 1070, 5429, 2921, 1598, 819, 1810, 4175, 5126, 1278, 3114, 5882, 5176, 2104, 233, 1191, 1607, 7866, 6783, 5986, 5970, 6115, 319, 6299, 5641, 537, 279, 8774, 7722, 4119, 1797, 3196, 3542, 5215, 4004, 1023, 928, 1726, 4338, 3030, 4016, 4361, 7903, 4555, 3187, 5881, 2052, 8495, 4694, 3055, 8568, 428, 8427, 7791, 590, 7120, 2700, 52, 2482, 8656]"
455,"[6901, 7096, 1862, 8070, 8584, 3199, 1971, 409, 4256, 7210, 7105, 2291, 905, 1877, 3479, 6342, 6958, 5233, 2191, 7162, 5711, 120, 4501, 534, 8330, 2963, 929, 4810, 1539, 2051, 4420, 8943, 5628, 4647, 8001, 6131, 8895, 5218, 4831, 2017, 4288, 7953, 5107, 4653, 5385, 2029, 7389, 2615, 3957, 3303, 4553, 3766, 9018, 1858, 8168, 2274, 3971, 5631, 2163, 6192, 240, 8239, 8319, 5685, 4364, 6432, 8563, 8037, 6042, 1103, 892, 1118, 8913, 8769, 5086, 7369, 925, 4964, 282, 7594, 7454, 8452, 3662, 8791, 5973, 6375, 276, 4700, 6427, 4228, 5055, 3283, 5692, 777, 8262, 6312, 6933, 5552, 8571]"
456,"[6018, 3921, 5610, 6390, 1482, 2101, 2732, 3205, 5311, 5541, 4312, 6935, 8337, 6019, 7571, 2712, 1014, 4055, 4461, 6572, 8407, 87, 7906, 3173, 1166, 5118, 6456, 7102, 4548, 4357, 9029, 7155, 7668, 5874, 2103, 8535, 2621, 7151, 2081, 5970, 3836, 981, 1037, 2231, 4068, 8212, 1647, 5778, 3932, 6184, 1370, 5095, 3290, 4156, 7188, 3253, 5952, 6986, 444, 5299, 4805, 5123, 1393, 4094, 2856, 4682, 8625, 7343, 3831, 2638, 1, 1282, 6399, 8251, 1945, 6905, 6319, 4007, 5161, 6503, 97, 7703, 4938, 5423, 3153, 6907, 4024, 7008, 5572, 7425, 6097, 3501, 6345, 6371, 3746, 8932, 5898, 6444, 704]"
